PHYLUM,LINEAGE,CLASS,ORDER,FAMILY,COMMON NAME,CODE (5 letter code),SCIENTIFIC NAME,TAXON ID (see NCBI),GENOME OR TRANSCRIPTOME?,TECHNOLOGY,SOURCE,ACCESSION NUMBER,REFERENCE,EXTRA INFO,C (ASSEMBLY),S (ASSEMBLY),D (ASSEMBLY),F (ASSEMBLY),M (ASSEMBLY),C+F (GOOD if >85*),Busco database,No. ISOFORMS,C (LONGEST),S (LONGEST),D (LONGEST),F (LONGEST),M (LONGEST),C+F (GOOD if >85*),Busco database,No. GENES,EggNOG-mapper,FANTASIA
ARTHROPODA,Myriapoda,Chilopoda,Scolopendromorpha,Scolopendridae,SCOLOPENDROMORPHA,SBAH1,Scolopendropsis bahiensis,1816098,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR3458603,,,80,42.6,37.4,15,5,95,metazoa_odb10,"20,587",71,69.2,1.8,16.5,12.5,87.5,metazoa_odb10,20587,15315,20571
ARTHROPODA,Myriapoda,Chilopoda,Scolopendromorpha,Scolopendridae,SCOLOPENDROMORPHA,SCIN1,Scolopendra cingulata,41365,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1653235,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,86.8,58.9,27.9,10.1,3.1,96.9,metazoa_odb10,"17,593",80.9,80.2,0.7,10.2,8.9,91.1,metazoa_odb10,17593,14419,17499
ARTHROPODA,Myriapoda,Chilopoda,Scolopendromorpha,Scolopocryptopidae,SCOLOPENDROMORPHA,NADI1,Newportia adisi,1418190,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR3233034,,,88,32,56,9.3,2.7,97.3,metazoa_odb10,"19,794",72,71.2,0.8,9.3,18.7,81.3,metazoa_odb10,19794,14038,19786
ARTHROPODA,Myriapoda,Chilopoda,Scolopendromorpha,Scolopocryptopidae,SCOLOPENDROMORPHA,SRUB1,Scolopocryptops rubiginosus,987050,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1653236,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,88.9,53.5,35.4,8.6,2.5,97.5,metazoa_odb10,"18,694",80.8,79.2,1.6,9.5,9.7,90.3,metazoa_odb10,18694,13818,18616
ARTHROPODA,Myriapoda,Chilopoda,Scolopendromorpha,Scolopocryptopidae,SCOLOPENDROMORPHA,SSEX1,Scolopocryptops sexspinosus,118499,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR3233108,,,74.1,31.6,42.5,20.4,5.5,94.5,metazoa_odb10,"20,551",60.9,60.4,0.5,20.5,18.6,81.4,metazoa_odb10,20551,14464,20537
ARTHROPODA,Myriapoda,Chilopoda,Scutigeromorpha,Scutigeridae,SCUTIGEROMORPHA,SCOL3,Scutigera coleoptrata,29022,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1653237,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,91.9,67.3,24.6,6.5,1.6,98.4,metazoa_odb10,"19,274",88.2,86.5,1.7,6.8,5,95,metazoa_odb10,19274,15369,19149
ARTHROPODA,Myriapoda,Chilopoda,Scutigeromorpha,Scutigeridae,Centipedes,TTUB1,Thereuonema tuberculata,353554,Genome,,Figshare,15088722,https://www.nature.com/articles/s41467-022-30690-0,,-,-,-,-,-,-,-,-,82.5,79.6,2.9,11.2,6.3,93.7,metazoa_odb10,27159,21441,26014
ARTHROPODA,Myriapoda,Chilopoda,Scutigeromorpha,Scutigeridae/Scutigerinidae?,SCUTIGEROMORPHA,SWEB1,Scutigerina weberi,241666,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR3232067,,,75.5,51.2,24.3,18,6.5,93.5,metazoa_odb10,"32,149",68.3,68,0.3,18.4,13.3,86.7,metazoa_odb10,32149,18432,32134
ARTHROPODA,Myriapoda,Diplopoda,Chordeumatida,Craspedosomatidae,CHORDEUMATIDA,CRAS1,Craspedosoma sp. AD-2016,1820136,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR3485977,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,94.2,60,34.2,3.8,2,98,metazoa_odb10,"14,596",84.9,84.6,0.3,3.5,11.6,88.4,metazoa_odb10,14596,11536,14573
ARTHROPODA,Myriapoda,Diplopoda,Glomerida,Glomeridae,Millipedes,GMAE1,Glomeris maerens,2116692,Genome,,Figshare,15088722,https://www.nature.com/articles/s41467-022-30690-0,,-,-,-,-,-,-,-,-,82.4,81.2,1.2,11.4,6.2,93.8,metazoa_odb10,20358,16877,20072
ARTHROPODA,Myriapoda,Diplopoda,Glomerida,Glomeridae,GLOMERIDA,HMUL1,Haploglomeris multistriata,1820151,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR3485985,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,98.6,21.2,77.4,0.7,0.7,99.3,metazoa_odb10,"15,761",71,68.8,2.2,2.5,26.5,73.5,metazoa_odb10,15761,11594,15508
ARTHROPODA,Myriapoda,Diplopoda,Glomerida,Glomeridellidae,GLOMERIDA,GMIN1,Glomeridella minima,1173034,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR3485983,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,95.3,23,72.3,2.8,1.9,98.1,metazoa_odb10,"23,536",85.3,63,22.3,6,8.7,91.3,metazoa_odb10,23536,18938,23447
ARTHROPODA,Myriapoda,Diplopoda,Glomeridesmida,Glomeridesmidae,GLOMERIDESMIDA,GLOM1,Glomeridesmus sp. MITS489,2099817,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR6767056,,,95.6,58.8,36.8,3.1,1.3,98.7,metazoa_odb10,"17,561",89.6,88.6,1,3.1,7.3,92.7,metazoa_odb10,17561,13938,17505
ARTHROPODA,Myriapoda,Diplopoda,Julida,Julidae,Millipedes,ATON1,Anaulaciulus tonginus,2850401,Genome,,Figshare,15088722,https://www.nature.com/articles/s41467-022-30690-0,,-,-,-,-,-,-,-,-,90.3,79.4,10.9,7.1,2.6,97.4,metazoa_odb10,46433,40131,45243
ARTHROPODA,Myriapoda,Diplopoda,Julida,Julidae,JULIDA,CYLI1,Cylindroiulus sp. RF-2016,1816490,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR3458645,,,86.2,36.2,50,11.3,2.5,97.5,metazoa_odb10,"21,944",67.1,66.2,0.9,13,19.9,80.1,metazoa_odb10,21944,14244,21936
ARTHROPODA,Myriapoda,Diplopoda,Platydesmida,Andrognathidae,PLATYDESMIDA,BLEC1,Brachycybe lecontii,1176341,Transcriptome,Illumina HiSeq2000,NCBI SRA,SRR945430,,,94.9,68.7,26.2,3.8,1.3,98.7,metazoa_odb10,"12,014",85.3,84.9,0.4,3.5,11.2,88.8,metazoa_odb10,12014,10239,12002
ARTHROPODA,Myriapoda,Diplopoda,Polydesmida,Cryptodesmidae,Millipedes,NNOD1,Niponia nodulosa,1325555,Genome,,Figshare,15088722,https://www.nature.com/articles/s41467-022-30690-0,,-,-,-,-,-,-,-,-,93.1,87.2,5.9,3.9,3,97,metazoa_odb10,65681,58354,65018
ARTHROPODA,Myriapoda,Diplopoda,Polydesmida,Paradoxosomatidae,Millipedes,HHOL2,Helicorthomorpha holstii,1325552,Genome,"Chromium, Dovetail HiC",Figshare,13049060/GCA_013389785.1,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000636#sec022,Chromosome level,-,-,-,-,-,-,-,-,95.7,91.7,4,1.9,2.4,97.6,metazoa_odb10,23008,16324,22810
ARTHROPODA,Myriapoda,Diplopoda,Polydesmida,Polydesmidae,POLYDESMIDA,PCOM1,Polydesmus complanatus,510027,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR3485993,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,86.5,50,36.5,9,4.5,95.5,metazoa_odb10,"14,845",73.7,71.9,1.8,9.6,16.7,83.3,metazoa_odb10,14845,11826,14733
ARTHROPODA,Myriapoda,Diplopoda,Polydesmida,Polydesmidae,POLYDESMIDA,PSEU1,Pseudopolydesmus sp. MB-2013,1348323,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR945436,,,89.8,70.3,19.5,6.4,3.8,96.2,metazoa_odb10,"11,927",80.2,79.5,0.7,5.3,14.5,85.5,metazoa_odb10,11927,10018,11922
ARTHROPODA,Myriapoda,Diplopoda,Polyxenida,Polyxenidae,POLYXENIDA,ETAI1,Eudigraphis taiwanensis,1816489,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR3458640,,,85,42.5,42.5,10.9,4.1,95.9,metazoa_odb10,"30,753",78.2,77.4,0.8,10.4,11.4,88.6,metazoa_odb10,30753,17846,30715
ARTHROPODA,Myriapoda,Diplopoda,Polyxenida,Polyxenidae,POLYXENIDA,ETAK1,Eudigraphis takakuwai,1366109,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1653191,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,85.1,47.9,37.2,10.1,4.8,95.2,metazoa_odb10,"28,437",79.9,76.9,3,10.1,10,90,metazoa_odb10,28437,17446,28337
ARTHROPODA,Myriapoda,Diplopoda,Polyxenida,Polyxenidae,POLYXENIDA,PLAG1,Polyxenus lagurus,52428,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR3485994,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,87.6,17,70.6,8.1,4.3,95.7,metazoa_odb10,"26,123",84,76,8,8.8,7.2,92.8,metazoa_odb10,26123,16451,25881
ARTHROPODA,Myriapoda,Diplopoda,Polyzoniida,Polyzoniidae,POLYZONIIDA,PGER1,Polyzonium germanicum,118488,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR3485995,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,98.4,36.7,61.7,0.6,1,99,metazoa_odb10,"12,684",73.7,72,1.7,1.4,24.9,75.1,metazoa_odb10,12684,10184,12587
ARTHROPODA,Myriapoda,Diplopoda,Spirobolida,Trigoniulidae,Millipedes,TCOR2,Trigoniulus corallinus,1366115,Genome,"Chromium, Dovetail HiC",Figshare,13049060,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000636#sec022,Chromosome level,-,-,-,-,-,-,-,-,95.6,93.4,2.2,2.6,1.8,98.2,metazoa_odb10,20469,12751,20212
ARTHROPODA,Myriapoda,Pauropoda,Tetramerocerata,Eurypauropodidae,Eurypauropodidae,AORN1,Acopauropus ornatus,1820145,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR3485973,,,87.1,45.8,41.3,6.1,6.8,93.2,metazoa_odb10,"20,016",84.3,70.1,14.2,7.3,8.4,91.6,metazoa_odb10,20016,15153,19948
ARTHROPODA,Myriapoda,Pauropoda,Tetramerocerata,Pauropodidae,Pauropoda,PHUX1,Pauropus huxleyi,2043368,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR6145369,10.1038/s41598-017-18562-w,,85.8,28,57.8,9.5,4.7,95.3,metazoa_odb10,"18,159",77.4,76.2,1.2,8.6,14,86,metazoa_odb10,18159,12387,18118
ARTHROPODA,Myriapoda,Symphyla,-,Scolopendrellidae,SCOLOPENDRELLIDAE,SYMP1,Symphylella sp. AD-2014,1519114,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1653241,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,92.3,44.4,47.9,4.9,2.8,97.2,metazoa_odb10,"22,032",86.4,82.7,3.7,5.7,7.9,92.1,metazoa_odb10,22032,14710,21820
ARTHROPODA,Myriapoda,Symphyla,-,Scutigerellidae,SCUTIGERELLIDAE,HANS2,Hanseniella sp. RF-2016,1816491,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR3458647,,,89.2,53,36.2,9,1.8,98.2,metazoa_odb10,"29,754",86.3,79.6,6.7,8.8,4.9,95.1,metazoa_odb10,29754,20933,29704
ARTHROPODA,Myriapoda,Symphyla,-,Scutigerellidae,SCUTIGERELLIDAE,HNIV1,Hanseniella nivea,1820138,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR3485984,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0,,99.2,34.6,64.6,0.7,0.1,99.9,metazoa_odb10,"23,946",93.1,88.4,4.7,0.9,6,94,metazoa_odb10,23946,16311,23574
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Anostraca,Artemiidae,,ASAL1,Artemia salina,85549,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140128,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,72.5,32.4,40.1,17,10.5,89.5,metazoa_odb10,"17,880",63.2,63,0.2,15.7,21.1,78.9,metazoa_odb10,17880,12058,17869
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Anostraca,Branchinectidae,,BLIN1,Branchinecta lindahli,91573,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140142,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,90.4,36.2,54.2,3.8,5.8,94.2,metazoa_odb10,"16,511",80.6,80.2,0.4,3.4,16,84,metazoa_odb10,16511,11554,16495
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Chydoridae,,AEMA1,Anchistropus emarginatus,423250,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140156,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,96.4,19.5,76.9,2.3,1.3,98.7,metazoa_odb10,"12,291",73.3,73.1,0.2,3.7,23,77,metazoa_odb10,12291,10016,12285
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Cyclestheriidae,,CHIS1,Cyclestheria hislopi,77743,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140134,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,92.2,23.4,68.8,6.3,1.5,98.5,metazoa_odb10,"14,772",69,68.7,0.3,8.6,22.4,77.6,metazoa_odb10,14772,11653,14768
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Cyzicidae,,OPIL1,Ozestheria pilosa,1930649,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140139,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,71.7,39,32.7,20.3,8,92,metazoa_odb10,"16,722",62.1,60.5,1.6,19.4,18.5,81.5,metazoa_odb10,16722,13863,16717
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Cyzicidae,,ORUB1,Ozestheria rubra,1897130,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR4113504,,,72.1,34.5,37.6,18.9,9,91,metazoa_odb10,"15,920",61.5,60.7,0.8,17.8,20.7,79.3,metazoa_odb10,15920,13273,15913
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Daphniidae,,CCFQ1,Ceriodaphnia quadrangula,302196,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140137,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,64.5,41.5,23,26,9.5,90.5,metazoa_odb10,"18,986",59,58.6,0.4,23.2,17.8,82.2,metazoa_odb10,18986,14649,18983
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Daphniidae,Water fleas,DMAG2,Daphnia magna,35525,Genome,,NCBI Genome,GCF_020631705.1,,Chromosome level,-,-,-,-,-,-,-,-,96.8,90.6,6.2,0.3,2.9,97.1,metazoa_odb10,16891,14670,16206
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Daphniidae,,SMUC1,Scapholeberis cf. mucronata,202097,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140113,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,89.5,30.9,58.6,7.2,3.3,96.7,metazoa_odb10,"13,251",72.5,72.3,0.2,9.3,18.2,81.8,metazoa_odb10,13251,11131,13247
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Daphniidae,,SVET1,Simocephalus vetulus,77651,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140138,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,89.9,48.8,41.1,7.4,2.7,97.3,metazoa_odb10,"17,499",73,72.7,0.3,7.7,19.3,80.7,metazoa_odb10,17499,14282,17495
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Eocyzicidae,,EOCY1,Eocyzicus sp. MCZ IZ 50104,1930652,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140111,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,84.5,35.5,49,11.9,3.6,96.4,metazoa_odb10,"16,477",72.3,71.5,0.8,10.7,17,83,metazoa_odb10,16477,13654,16465
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Leptestheriidae,,ETIC1,Eoleptestheria cf. ticinensis MCZ IZ 50108,1930653,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140141,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,76.5,38.9,37.6,17.1,6.4,93.6,metazoa_odb10,"16,317",64.2,63.5,0.7,15,20.8,79.2,metazoa_odb10,16317,13467,16301
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Limnadiidae,,EULI1,Eulimnadia sp. MCZ IZ 50085,1930639,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140124,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,68.7,42.2,26.5,23.1,8.2,91.8,metazoa_odb10,"17,490",61.2,60.3,0.9,21.4,17.4,82.6,metazoa_odb10,17490,14376,17478
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Limnadiidae,,PURU1,Paralimnadia urukhai,1747217,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140109,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,76.6,46.6,30,18.3,5.1,94.9,metazoa_odb10,"16,571",65.2,64.5,0.7,17.5,17.3,82.7,metazoa_odb10,16571,13765,16565
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Lynceidae,,LYNC1,Lynceus sp. MCZ IZ 141354,1930659,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140145,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,78.3,50.7,27.6,16.2,5.5,94.5,metazoa_odb10,"14,048",67,66.8,0.2,15.3,17.7,82.3,metazoa_odb10,14048,11352,14045
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Macrotrichidae,,MACR1,Macrotrichidae,77757,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140158,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,94.6,35.7,58.9,4.1,1.3,98.7,metazoa_odb10,"13,748",70.5,70,0.5,5,24.5,75.5,metazoa_odb10,13748,10826,13743
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Moinidae,,MOIN1,Moina sp. MCZ IZ 74079,1930661,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140125,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,95.7,26.9,68.8,2.8,1.5,98.5,metazoa_odb10,"14,238",71.6,71.1,0.5,4,24.4,75.6,metazoa_odb10,14238,10438,14228
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Podonidae,,ENOR1,Evadne cf. nordmanni MCZ IZ 68046,1930655,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140118,,,75,37.9,37.1,18.6,6.4,93.6,metazoa_odb10,"14,501",65.5,63.9,1.6,16.6,17.9,82.1,metazoa_odb10,14501,11954,14492
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Diplostraca,Sididae,,SCRY1,Sida crystallina,77656,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140104,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,91.6,54.5,37.1,6.1,2.3,97.7,metazoa_odb10,"16,812",78.8,78.2,0.6,7.5,13.7,86.3,metazoa_odb10,16812,13072,16804
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Notostraca,Triopsidae,,LAPU1,Lepidurus apus apus,217955,Genome,Illumina HiSeq,FigShare,14420669,https://www.sciencedirect.com/science/article/pii/S0888754321003839?via3Dihub,,-,-,-,-,-,-,-,-,91.6,90.8,0.8,2.6,5.8,94.2,metazoa_odb10,11441,9468,11177
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Notostraca,Triopsidae,,LCOU1,Lepidurus couessii,63726,Genome,Illumina HiSeq,FigShare,14420669,https://www.sciencedirect.com/science/article/pii/S0888754321003839?via3Dihub,,-,-,-,-,-,-,-,-,89.9,86.3,3.6,3.7,6.4,93.6,metazoa_odb10,11870,10085,11205
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Notostraca,Triopsidae,,LCRY1,Lepidurus cryptus,1930656,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140152,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,73.4,32,41.4,21.5,5.1,94.9,metazoa_odb10,"15,399",58.6,58.2,0.4,19.1,22.3,77.7,metazoa_odb10,15399,11883,15392
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Notostraca,Triopsidae,,TCAN1,Triops cancriformis,194544,Genome,Illumina HiSeq,FigShare,14420669,https://www.sciencedirect.com/science/article/pii/S0888754321003839?via3Dihub,ESP,-,-,-,-,-,-,-,-,90,83.1,6.9,3.4,6.6,93.4,metazoa_odb10,14801,11575,13585
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Notostraca,Triopsidae,,TGRA1,Triops granarius,109777,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR5140126,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524,,83.9,39.9,44,12.4,3.7,96.3,metazoa_odb10,"15,138",68,67.3,0.7,12.3,19.7,80.3,metazoa_odb10,15138,11880,15135
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Notostraca,Triopsidae,,TNEW1,Triops newberryi,1048741,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR3212077,,,95.5,83.4,12.1,2.5,2,98,metazoa_odb10,"10,457",81.4,80.7,0.7,2.8,15.8,84.2,metazoa_odb10,10457,9121,10438
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Notostraca,Triopsidae,,TRIL2,Triops longicaudatus,58777,Genome,Illumina HiSeq,FigShare,14420669,https://www.sciencedirect.com/science/article/pii/S0888754321003839?via3Dihub,,-,-,-,-,-,-,-,-,90.5,90.4,0.1,4.1,5.4,94.6,metazoa_odb10,10109,8655,9989
ARTHROPODA,Pancrustacea,Crustacea/Branchiopoda,Spinicaudata,Leptestheriidae,,LDAH1,Leptestheria dahalacensis,202083,Genome,Illumina HiSeq,FigShare,14420669,https://www.sciencedirect.com/science/article/pii/S0888754321003839?via3Dihub,,-,-,-,-,-,-,-,-,90.5,88.8,1.7,4,5.5,94.5,metazoa_odb10,16336,13007,16164
ARTHROPODA,Pancrustacea,Crustacea/Cephalocarida,Brachypoda,Hutchinsoniellidae,,HMAC1,Hutchinsoniella macracantha,84335,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR4113505,,,48.3,21.8,26.5,32.3,19.4,80.6,metazoa_odb10,"17,049",39,38.8,0.2,31.6,29.4,70.6,metazoa_odb10,17049,11945,17049
ARTHROPODA,Pancrustacea,Crustacea/Cephalocarida,Brachypoda,Hutchinsoniellidae,,LINC1,Lightiella incisa,703591,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR4113506,,,88.6,45.4,43.2,8.9,2.5,97.5,metazoa_odb10,"20,727",78.9,78.1,0.8,8.8,12.3,87.7,metazoa_odb10,20727,15250,20720
ARTHROPODA,Pancrustacea,Crustacea/Copepoda,Calanoida,Calanidae,Copepoda,CFIN1,Calanus finmarchicus,6837,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1153469,,,94.6,10,84.6,2,3.4,96.6,metazoa_odb10,"49,630",91.4,86.3,5.1,2.4,6.2,93.8,metazoa_odb10,49630,25521,48765
ARTHROPODA,Pancrustacea,Crustacea/Copepoda,Calanoida,Tamoridae,Copepoda,EAFF1,Eurytemora affinis,88015,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR2551252,,,94.2,52,42.2,2.9,2.9,97.1,metazoa_odb10,"22,741",90.9,88.3,2.6,1.4,7.7,92.3,metazoa_odb10,22741,14788,22688
ARTHROPODA,Pancrustacea,Crustacea/Copepoda,Cyclopoida,Cyclopidae,Copepoda,ESER1,Eucyclops serrulatus,84317,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR1050725,,,97.2,5.5,91.7,1,1.8,98.2,metazoa_odb10,"45,088",95.8,29.9,65.9,1.6,2.6,97.4,metazoa_odb10,45088,31888,44932
ARTHROPODA,Pancrustacea,Crustacea/Copepoda,Cyclopoida,Cyclopidae/Cyclopoida incertae sedis,Copepoda,AROY1,Apocyclops royi,298420,Transcriptome,NextSeq 500,NCBI SRA,ERR2811729,,,94.1,62.7,31.4,3.4,2.5,97.5,metazoa_odb10,"21,272",88.7,86.2,2.5,3,8.3,91.7,metazoa_odb10,21272,14862,21260
ARTHROPODA,Pancrustacea,Crustacea/Copepoda,Cyclopoida,Lernaeidae,Copepoda,LCYP1,Lernaea cyprinacea,342429,Transcriptome,Illumina HiSeq 2500,NCBI SRA,SRR1107498,,,92.5,25.2,67.3,5.6,1.9,98.1,metazoa_odb10,"58,467",85.1,57.1,28,8.5,6.4,93.6,metazoa_odb10,58467,34565,58388
ARTHROPODA,Pancrustacea,Crustacea/Copepoda,Harpacticoida,Harpacticidae,copepods,TICA2,Tigriopus californicus,6832,Genome,Illumina; PacBio RSII,Uniprot,UP000318571/GCA_007210705.1,,,-,-,-,-,-,-,-,-,91.8,90.7,1.1,2.6,5.6,94.4,metazoa_odb10,15577,12345,15513
ARTHROPODA,Pancrustacea,Crustacea/Copepoda,Harpacticoida,Harpacticidae,Copepoda,TJAP1,Tigriopus japonicus,158387,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR1784985,,,95.1,51.3,43.8,1.9,3,97,metazoa_odb10,"17,630",67.2,66.2,1,0.8,32,68,metazoa_odb10,17630,12159,17595
ARTHROPODA,Pancrustacea,Crustacea/Ichthyostraca,Arguloida,Argulidae,,ASIA1,Argulus siamensis,1167309,Transcriptome,Illumina HiSeq 2000,NCBI SRA,SRR514120,,,98.6,23.5,75.1,0.5,0.9,99.1,metazoa_odb10,"13,640",75.1,72.5,2.6,1.2,23.7,76.3,metazoa_odb10,13640,10249,13564
ARTHROPODA,Pancrustacea,Crustacea/Malacostraca,Amphipoda,Aoridae,,GJAP1,Grandidierella japonica,429032,Transcriptome,Illumina HiSeq 2500,NCBI SRA,DRR128008,,,95,59.5,35.5,0.8,4.2,95.8,metazoa_odb10,,91.5,90.7,0.8,0.8,7.7,92.3,metazoa_odb10,19803,12848,19725
ARTHROPODA,Pancrustacea,Crustacea/Malacostraca,Amphipoda,Gammaridae,,EBER1,Echinogammarus berilloni,889313,Transcriptome,Illumina HiSeq 3000,NCBI SRA,SRR8089732,,,88.5,55.6,32.9,5.8,5.7,94.3,metazoa_odb10,,79.3,78.6,0.7,5.8,14.9,85.1,metazoa_odb10,22450,12758,22426
