qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
XP_033888787.2,visual_opsin_S99,81.503,346,64,0,11,356,1,346,0.0,598.0
XP_034760567.1,XP_036962584_Acanthopagrus_latus_parietopsin,29.341,334,224,6,1,333,1,323,4.3099999999999997e-42,147.0
XP_033861484.1,XP_026165273_Mastacembelus_armatus_VA_a,31.267,371,222,12,34,396,39,384,9.79e-46,158.0
RXM92748.1,visual_opsin_S83,21.856,334,212,11,7,304,1,321,7.64e-10,55.5
RXM91125.1,visual_opsin_S354,87.293,362,37,1,1,362,1,353,0.0,657.0
RXM31678.1,visual_opsin_S227,83.013,312,53,0,1,312,1,312,0.0,555.0
RXM30475.1,visual_opsin_S99,81.503,346,64,0,1,346,1,346,0.0,598.0
XP_072423985.1,XP_040277880_Bufo_bufo_pinopsin,30.526,285,181,7,101,380,41,313,1.8799999999999997e-40,144.0
XP_072415190.1,XP_047242728_Girardinichthys_multiradiatus_parietopsin,33.439,314,186,10,15,316,12,314,2.22e-45,155.0
XP_072403911.1,XP_018083887_Xenopus_laevis_VA,24.606,317,197,10,37,345,33,315,5.74e-11,59.3
XP_072438886.1,visual_opsin_S322,96.045,354,14,0,1,354,1,354,0.0,709.0
XP_072423692.1,visual_opsin_S251,79.235,366,72,1,3,368,4,365,0.0,595.0
XP_055852478.1,visual_opsin_S289,60.882,363,138,2,11,371,7,367,2.38e-164,461.0
XP_055849681.1,visual_opsin_Bactrocera_tryoni_LW3,83.591,323,53,0,26,348,1,323,0.0,579.0
XP_055846891.1,visual_opsin_S290,61.85,346,132,0,115,460,82,427,2.7000000000000003e-161,462.0
XP_055845990.1,visual_opsin_S166,71.85,373,105,0,1,373,1,373,0.0,576.0
XP_055845989.1,visual_opsin_S166,72.386,373,103,0,1,373,1,373,0.0,580.0
XP_055840463.1,visual_opsin_S288,79.167,312,65,0,1,312,71,382,0.0,522.0
XP_055840462.1,visual_opsin_S288,78.904,365,77,0,14,378,18,382,0.0,614.0
XP_055840461.1,visual_opsin_Drosophila_simulans_UV_Rh4,82.716,324,56,0,32,355,1,324,0.0,564.0
XP_055840460.1,visual_opsin_S288,72.603,365,100,0,18,382,18,382,0.0,578.0
XP_055839925.1,visual_opsin_S323,75.549,364,87,2,7,369,7,369,0.0,586.0
XP_055839716.1,visual_opsin_S166,55.679,361,107,1,5,312,11,371,3.9e-147,415.0
XP_055839715.1,visual_opsin_S166,65.928,361,123,0,5,365,11,371,0.0,518.0
XP_055839710.1,visual_opsin_S166,70.308,357,106,0,8,364,11,367,0.0,541.0
XP_055839709.1,visual_opsin_S166,71.944,360,99,1,8,367,12,369,0.0,548.0
XP_055839708.1,visual_opsin_S166,69.542,371,107,2,1,367,1,369,0.0,539.0
QGW08865.1,visual_opsin_S251,83.836,365,59,0,1,365,1,365,0.0,639.0
QGW08854.1,visual_opsin_S231,79.155,355,73,1,1,354,1,355,0.0,581.0
QGW08843.1,visual_opsin_S359,88.983,354,39,0,1,354,1,354,0.0,657.0
UJY64326.1,visual_opsin_Diachasma_alloeum_UV,53.251,323,148,3,42,361,1,323,1.98e-130,374.0
QIW86051.1,visual_opsin_Laodelphax_striatellus_UV1,48.615,325,163,4,30,353,1,322,1.0800000000000002e-109,320.0
QIW86050.1,visual_opsin_S264,67.227,357,117,0,1,357,1,357,0.0,520.0
QIW86049.1,visual_opsin_S264,69.921,379,109,3,1,374,1,379,0.0,543.0
QIW86048.1,visual_opsin_S265,67.052,346,114,0,2,347,11,356,0.0,506.0
QIW86047.1,visual_opsin_S265,100.0,372,0,0,1,372,1,372,0.0,764.0
QIW86046.1,visual_opsin_S265,67.536,345,112,0,2,346,11,355,0.0,518.0
QIW86045.1,visual_opsin_S264,89.182,379,41,0,1,379,1,379,0.0,691.0
QIW86043.1,visual_opsin_S264,86.807,379,50,0,1,379,1,379,0.0,677.0
QIW86042.1,visual_opsin_S264,94.474,380,20,1,1,380,1,379,0.0,723.0
QIW86041.1,visual_opsin_S264,100.0,379,0,0,1,379,1,379,0.0,783.0
QIW86037.1,visual_opsin_S264,68.602,379,117,2,1,377,1,379,0.0,546.0
QIW86036.1,visual_opsin_S264,68.602,379,117,2,1,377,1,379,0.0,544.0
QIW86035.1,visual_opsin_S264,65.374,361,124,1,1,360,1,361,0.0,507.0
QIW86034.1,visual_opsin_Polypedilum_vanderplanki_LW4,46.541,318,168,2,41,358,5,320,1.04e-104,308.0
QIW86033.1,visual_opsin_Nephotettix_cincticeps_LW,46.729,321,169,2,32,352,2,320,3.04e-105,309.0
QIW86032.1,visual_opsin_S291,45.251,358,193,2,17,374,8,362,1.0300000000000001e-110,324.0
QIW86031.1,visual_opsin_Fopius_arisanus_LW1,49.538,325,161,3,34,358,2,323,3.86e-117,340.0
QIW86030.1,visual_opsin_S270,45.855,386,195,6,2,386,8,380,1.94e-121,353.0
QIW86029.1,visual_opsin_S264,73.351,379,99,2,1,377,1,379,0.0,585.0
QIW86028.1,visual_opsin_S291,42.045,352,202,2,21,371,12,362,1.96e-102,303.0
QIW86027.1,visual_opsin_S242,45.455,374,201,3,12,385,5,375,4.5099999999999996e-119,347.0
QIW86026.1,visual_opsin_S242,46.933,375,195,4,10,384,5,375,1.2800000000000001e-124,360.0
QIW86025.1,visual_opsin_S264,68.144,361,114,1,1,361,1,360,0.0,534.0
QIW86023.1,visual_opsin_S264,63.588,379,137,1,1,378,1,379,0.0,511.0
AUC64078.1,visual_opsin_Fopius_arisanus_LW1,49.538,325,161,3,34,358,2,323,2.05e-117,340.0
AUC64077.1,visual_opsin_S265,99.731,372,1,0,1,372,1,372,0.0,765.0
ABG37007.1,visual_opsin_S264,67.81,379,120,2,1,377,1,379,0.0,542.0
ABG37009.1,visual_opsin_S264,68.074,379,119,2,1,377,1,379,0.0,542.0
ABG37008.1,visual_opsin_S265,94.638,373,19,1,1,373,1,372,0.0,701.0
GLG99913.1,visual_opsin_Gryllus_bimaculatus_green2,83.896,385,0,2,30,414,1,323,0.0,635.0
GLH14972.1,visual_opsin_Gryllus_bimaculatus_UV,100.0,324,0,0,28,351,1,324,0.0,675.0
BAR40297.1,visual_opsin_Gryllus_bimaculatus_green2,100.0,323,0,0,30,352,1,323,0.0,664.0
BAR40296.1,visual_opsin_Gryllus_bimaculatus_SW,100.0,325,0,0,27,351,1,325,0.0,679.0
AEG78683.1,visual_opsin_Gryllus_bimaculatus_green1_ocellar,100.0,323,0,0,31,353,1,323,0.0,666.0
XP_029585156.1,XP_018424575_Nanorana_parkeri_VA,29.619,341,219,9,28,363,39,363,4.49e-42,148.0
XP_029567971.1,XP_006638720_opsin_3_Lepisosteus_oculatus,41.522,289,160,3,29,310,13,299,1.13e-74,233.0
XP_029630658.1,visual_opsin_S213,73.504,351,91,2,4,354,1,349,0.0,550.0
XP_029630657.1,visual_opsin_S305,86.782,348,45,1,7,353,10,357,0.0,639.0
XP_029630656.1,visual_opsin_S308,85.994,357,50,0,47,403,1,357,0.0,659.0
XP_029625173.1,NP_001104634_opsin3_D_rerio,30.145,345,222,8,26,358,35,372,7.379999999999999e-42,147.0
XP_029623940.1,XP_043084222_Puntigrus_tetrazona_parietopsin,30.097,309,199,6,64,360,33,336,1.52e-42,148.0
XP_029588783.1,NP_001104634_opsin3_D_rerio,29.688,320,204,8,22,337,30,332,1.5500000000000002e-37,135.0
XP_029579736.1,XP_010138786_Buceros_rhinoceros_VA,27.095,358,237,7,17,366,29,370,4.09e-39,140.0
XP_029579734.1,visual_opsin_Solenopsis_invicta_LW,28.716,296,197,5,27,313,27,317,2.18e-38,137.0
XP_029579610.1,visual_opsin_S53,88.418,354,41,0,1,354,1,354,0.0,645.0
XP_029550432.1,visual_opsin_S307,85.154,357,53,0,44,400,1,357,0.0,653.0
XP_029549395.1,visual_opsin_S302,78.771,358,63,1,3,347,10,367,0.0,585.0
XP_029549394.1,visual_opsin_S78,79.656,349,67,2,1,345,1,349,0.0,578.0
XP_029549393.1,visual_opsin_S79,76.437,348,78,1,3,346,2,349,0.0,549.0
XP_029549391.1,visual_opsin_S224,80.702,342,61,2,3,339,2,343,0.0,553.0
XP_029582336.1,XP_040523482_opsin3_G_gallus,42.373,295,157,4,43,328,36,326,7.45e-82,253.0
XP_029576112.1,visual_opsin_S162,85.46,337,49,0,1,337,1,337,0.0,613.0
XP_029604100.1,visual_opsin_S147,86.494,348,47,0,6,353,9,356,0.0,642.0
XP_029604099.1,visual_opsin_S147,86.494,348,47,0,6,353,9,356,0.0,641.0
AVR48106.1,visual_opsin_S309,91.57,344,26,2,1,342,1,343,0.0,654.0
BAM66995.1,visual_opsin_S167,85.039,381,56,1,1,381,1,380,0.0,692.0
BAH57295.1,visual_opsin_S106,82.796,372,63,1,11,382,9,379,0.0,634.0
BAH57294.1,visual_opsin_S168,84.574,376,57,1,1,376,1,375,0.0,656.0
BAH57293.1,visual_opsin_S168,78.667,375,78,1,1,373,1,375,0.0,620.0
BAH57292.1,visual_opsin_S145,84.252,381,59,1,1,380,23,403,0.0,664.0
BAJ22054.1,visual_opsin_S106,85.488,379,55,0,1,379,1,379,0.0,678.0
BAJ22053.1,visual_opsin_S270,84.031,382,59,2,1,381,1,381,0.0,670.0
BAJ22052.1,visual_opsin_S182,76.903,381,86,2,1,381,1,379,0.0,639.0
BAJ22051.1,visual_opsin_S145,80.577,381,74,0,1,381,23,403,0.0,640.0
XP_025757552.1,visual_opsin_Scaffol_7_Sirex,29.932,294,194,3,21,305,27,317,3.2e-41,144.0
XP_025754745.1,NP_001104634_opsin3_D_rerio,30.769,299,192,9,23,315,21,310,3.21e-36,132.0
XP_025762987.1,visual_opsin_S304,100.0,352,0,0,1,352,1,352,0.0,723.0
XP_013131995.1,XP_031694444_Anarrhichthys_ocellatus_VA_a,29.477,363,233,11,34,392,39,382,1.67e-44,155.0
XP_005457875.1,XP_040523482_opsin3_G_gallus,37.143,315,189,3,26,334,21,332,1.23e-73,231.0
XP_003440853.2,NP_001104634_opsin3_D_rerio,30.128,312,208,4,40,350,37,339,1.11e-45,157.0
XP_005449126.1,XP_006638720_opsin_3_Lepisosteus_oculatus,41.924,291,160,2,31,315,11,298,1.84e-80,246.0
XP_005448870.1,visual_opsin_Scaffol_7_Sirex,29.932,294,194,3,30,314,27,317,4.7e-41,144.0
XP_005448551.1,XP_051958039_Xyrauchen_texanus_parapinopsin_b,31.802,283,183,4,21,302,28,301,2.29e-42,148.0
XP_005448550.1,XP_051958039_Xyrauchen_texanus_parapinopsin_b,31.802,283,183,4,30,311,28,301,2.7199999999999997e-42,148.0
XP_003453953.2,visual_opsin_Baetis_sp_AD2013_LW1,38.978,313,188,2,3,315,10,319,2.14e-77,239.0
XP_005467499.1,XP_040523482_opsin3_G_gallus,41.196,301,160,3,45,331,34,331,1.88e-76,238.0
XP_003453961.1,XP_028970850_Esox_lucius_parietopsin,25.0,220,157,5,7,223,40,254,3.51e-08,50.8
XP_003448804.1,visual_opsin_S299,99.403,335,2,0,1,335,1,335,0.0,685.0
XP_003448394.1,visual_opsin_S302,100.0,352,0,0,1,352,1,352,0.0,723.0
XP_003448392.1,visual_opsin_S303,98.295,352,6,0,1,352,1,352,0.0,715.0
XP_003442679.1,visual_opsin_S301,100.0,351,0,0,1,351,1,351,0.0,725.0
XP_003442678.1,visual_opsin_S300,100.0,351,0,0,1,351,1,351,0.0,723.0
XP_003442677.1,visual_opsin_S305,99.44,357,2,0,1,357,1,357,0.0,737.0
XP_003439339.1,XP_040523482_opsin3_G_gallus,42.444,311,168,3,16,320,8,313,9.289999999999999e-82,253.0
XP_003439053.1,visual_opsin_S32,97.175,354,10,0,1,354,1,354,0.0,716.0
XP_003437932.1,visual_opsin_Cloeon_dipterum_LWS3,31.119,286,186,3,22,300,28,309,6.710000000000001e-44,152.0
ADW80529.1,visual_opsin_S300,99.715,351,1,0,1,351,1,351,0.0,721.0
ADW80526.1,visual_opsin_S303,99.148,352,3,0,1,352,1,352,0.0,717.0
ADW80524.1,visual_opsin_S302,98.864,352,4,0,1,352,1,352,0.0,717.0
QTX16876.1,visual_opsin_S322,90.395,354,34,0,1,354,1,354,0.0,659.0
QTX16875.1,visual_opsin_S231,78.592,355,75,1,1,354,1,355,0.0,580.0
QTX16874.1,visual_opsin_S251,84.11,365,58,0,1,365,1,365,0.0,641.0
XP_042209195.1,XP_031447425_Phasianus_colchicus_pinopsin,24.555,281,172,6,9,255,51,325,2.69e-15,73.2
XP_042242670.1,visual_opsin_S271,47.592,353,180,3,21,373,30,377,1.81e-119,347.0
XP_042242661.1,visual_opsin_S271,46.4,375,189,4,3,377,15,377,1.3e-119,348.0
XP_042242633.1,visual_opsin_S242,45.405,370,195,4,7,376,7,369,2.13e-117,342.0
XP_042233138.1,visual_opsin_Tenthredo_koehleri_UV,34.472,322,202,5,18,332,1,320,6.53e-61,197.0
XP_042222541.1,visual_opsin_Tenthredo_koehleri_UV,48.615,325,163,4,33,356,2,323,1.98e-108,317.0
XP_042222540.1,visual_opsin_Tenthredo_koehleri_UV,48.0,325,165,4,33,356,2,323,1.51e-107,315.0
KAG7175957.1,visual_opsin_S271,47.592,353,180,3,27,379,30,377,3.27e-119,347.0
KAG7168715.1,visual_opsin_Tenthredo_koehleri_UV,48.0,325,165,4,33,356,2,323,9.67e-108,315.0
KAG7168667.1,NP_001104634_opsin3_D_rerio,36.283,113,63,2,61,164,207,319,1.62e-12,64.3
KAG7157296.1,visual_opsin_S264,68.338,379,116,2,25,399,1,379,0.0,543.0
KAG7154882.1,visual_opsin_Baetis_sp_EP001_UV4,62.162,74,27,1,7,80,36,108,2.57e-29,106.0
AAU29518.2,visual_opsin_S99,95.376,346,16,0,1,346,1,346,0.0,690.0
AAW69833.1,visual_opsin_S317,96.694,363,12,0,1,363,1,363,0.0,731.0
XP_004018583.1,visual_opsin_S320,97.701,348,8,0,1,348,1,348,0.0,708.0
XP_004008096.1,visual_opsin_S180,97.994,349,7,0,1,349,1,349,0.0,711.0
NP_663358.1,visual_opsin_S357,97.414,348,9,0,1,348,1,348,0.0,702.0
NP_032132.1,visual_opsin_S135,100.0,359,0,0,1,359,1,359,0.0,740.0
P51491.1,visual_opsin_S95,100.0,346,0,0,1,346,1,346,0.0,713.0
XP_017176982.1,visual_opsin_S357,97.742,310,7,0,1,310,39,348,0.0,627.0
XP_006505924.1,visual_opsin_S357,97.289,332,9,0,7,338,17,348,0.0,668.0
XP_006505923.1,visual_opsin_S357,93.678,348,18,1,1,344,1,348,0.0,672.0
AAA63392.1,visual_opsin_S357,97.126,348,10,0,1,348,1,348,0.0,699.0
EDL12234.1,XP_040292238_Bufo_bufo_VA,33.101,287,190,1,26,312,33,317,1.7699999999999997e-54,179.0
EDK99546.1,visual_opsin_S356,96.571,175,5,1,129,303,175,348,5.67e-123,352.0
AAR08201.1,visual_opsin_Indolestes_peregrinus_LWE1,32.899,307,191,5,14,308,3,306,2.1500000000000001e-47,160.0
XP_062324954.1,XP_010017833_Nestor_notabilis_VA,31.25,288,181,8,36,320,50,323,2.4799999999999996e-42,149.0
XP_062323927.1,XP_032828234_Petromyzon_marinus_parapinopsin-like,34.982,283,173,8,23,303,45,318,5.229999999999999e-42,146.0
XP_062323926.1,NP_001104634_opsin3_D_rerio,30.935,278,185,3,23,298,35,307,2.86e-41,145.0
XP_062321914.1,visual_opsin_Xenos_vesparum_LW1_partial,33.191,235,152,2,41,272,34,266,4.05e-36,132.0
XP_062315589.1,XP_010746869_Larimichthys_crocea_parapinopsin_a,30.068,296,196,5,6,300,18,303,2.87e-41,145.0
XP_062315134.1,visual_opsin_S53,86.723,354,47,0,1,354,1,354,0.0,639.0
XP_062314394.1,XP_033485928_Epinephelus_lanceolatus_parapinopsin_a,31.788,302,197,5,2,300,9,304,7.569999999999999e-42,147.0
XP_062308641.1,XP_040913955_Toxotes_jaculatrix_parapinopsin_a,31.023,303,197,5,4,300,6,302,4.05e-46,159.0
XP_062304613.1,XP_019737420_Hippocampus_comes_VA_a,31.092,357,227,10,33,384,40,382,3.34e-46,160.0
XP_062304612.1,XP_019737420_Hippocampus_comes_VA_a,31.092,357,227,10,33,384,40,382,4.2e-46,159.0
XP_062303476.1,visual_opsin_S308,87.714,350,43,0,2,351,8,357,0.0,659.0
XP_062302284.1,XP_040523482_opsin3_G_gallus,41.009,317,177,4,11,319,3,317,5.54e-84,258.0
XP_062336146.1,NP_001104634_opsin3_D_rerio,41.096,292,163,2,25,310,20,308,3.34e-79,245.0
XP_062333859.1,visual_opsin_Ischnura_asiatica_LWE1,40.728,302,171,5,24,321,25,322,8.11e-74,230.0
XP_062332986.1,XP_040523482_opsin3_G_gallus,39.655,290,166,3,31,314,22,308,1.64e-75,235.0
XP_062332985.1,XP_040523482_opsin3_G_gallus,39.465,299,172,3,31,323,22,317,7.02e-78,242.0
XP_062324816.1,visual_opsin_S76,83.095,349,59,0,1,349,1,349,0.0,612.0
XP_062319026.1,visual_opsin_S307,88.796,357,40,0,1,357,1,357,0.0,675.0
XP_062319013.1,visual_opsin_S308,88.796,357,40,0,1,357,1,357,0.0,676.0
AKG27054.1,visual_opsin_Indolestes_peregrinus_LWA1,38.994,318,191,3,33,350,4,318,2.78e-78,239.0
AAY26034.1,visual_opsin_S32,99.435,354,2,0,1,354,1,354,0.0,726.0
AAX11208.1,visual_opsin_S305,93.557,357,22,1,1,356,1,357,0.0,701.0
ADB98062.1,visual_opsin_S210,99.716,352,1,0,1,352,1,352,0.0,721.0
ADA77646.1,visual_opsin_S212,98.864,352,4,0,1,352,1,352,0.0,716.0
AAY26071.1,visual_opsin_S211,99.432,352,2,0,1,352,1,352,0.0,719.0
XP_059906751.1,XP_006638720_opsin_3_Lepisosteus_oculatus,43.662,284,152,2,28,305,18,299,2.12e-81,251.0
XP_059905974.1,visual_opsin_Cloeon_dipterum_LW1,37.58,314,191,3,3,315,10,319,5.63e-74,231.0
XP_059903947.1,XP_039927874_Hirundo_rustica_VA,29.552,335,212,9,1,324,1,322,4.2700000000000005e-43,151.0
XP_059897109.1,XP_043084222_Puntigrus_tetrazona_parietopsin,31.153,321,195,10,20,331,30,333,2.9500000000000003e-43,149.0
XP_059897108.1,XP_043084222_Puntigrus_tetrazona_parietopsin,31.118,331,198,11,47,368,24,333,1.23e-42,148.0
XP_059926110.1,visual_opsin_S300,81.818,352,63,1,1,352,1,351,0.0,609.0
XP_059926109.1,visual_opsin_S300,81.481,351,65,0,1,351,1,351,0.0,612.0
XP_059926108.1,visual_opsin_S206,78.977,352,73,1,1,352,1,351,0.0,591.0
XP_059924912.1,visual_opsin_S311,82.081,346,61,1,3,347,1,346,0.0,595.0
XP_059924911.1,visual_opsin_S311,82.659,346,60,0,1,346,1,346,0.0,599.0
XP_059924910.1,visual_opsin_S311,82.609,345,60,0,9,353,2,346,0.0,595.0
XP_059922599.1,XP_040523482_opsin3_G_gallus,33.651,315,196,7,12,325,29,331,1.96e-45,158.0
XP_059921964.1,XP_010790542_Notothenia_coriiceps_parapinopsin_a,32.203,236,151,4,28,260,30,259,1.03e-33,126.0
XP_059919771.1,XP_006638720_opsin_3_Lepisosteus_oculatus,42.525,301,164,2,20,314,2,299,3.17e-79,245.0
XP_059905446.1,visual_opsin_S287,34.387,253,157,2,53,305,58,301,2.72e-44,155.0
XP_059902151.1,visual_opsin_S331,86.04,351,46,1,1,351,1,348,0.0,639.0
XP_059910674.1,XP_010746869_Larimichthys_crocea_parapinopsin_a,29.738,343,226,7,8,348,15,344,5.2999999999999994e-42,147.0
XP_014984036.2,visual_opsin_S132,98.626,364,5,0,16,379,1,364,0.0,745.0
XP_001094250.1,visual_opsin_S357,97.414,348,9,0,1,348,1,348,0.0,703.0
XP_001091869.1,visual_opsin_S94,96.275,349,12,1,1,349,1,348,0.0,688.0
XCG46322.1,visual_opsin_S218,81.408,355,65,1,1,354,1,355,0.0,605.0
XCG46316.1,visual_opsin_S322,89.831,354,36,0,1,354,1,354,0.0,651.0
XP_044207687.1,visual_opsin_S54,93.503,354,23,0,1,354,1,354,0.0,672.0
XP_044207359.1,XP_048374781_Sphaerodactylus_townsendi_pinopsin,30.164,305,200,4,38,337,51,347,9.890000000000001e-43,149.0
XP_044206296.1,visual_opsin_S287,34.783,253,156,2,53,305,58,301,3.0600000000000003e-43,152.0
XP_044204674.1,visual_opsin_S201,90.341,352,34,0,1,352,1,352,0.0,664.0
XP_044203741.1,visual_opsin_S74,89.565,345,36,0,1,345,1,345,0.0,629.0
XP_044203739.1,visual_opsin_S302,87.5,336,42,0,3,338,10,345,0.0,613.0
XP_044203738.1,visual_opsin_S151,87.749,351,43,0,1,351,1,351,0.0,618.0
XP_044203737.1,visual_opsin_S302,84.348,345,54,0,1,345,1,345,0.0,618.0
XP_044203734.1,visual_opsin_S151,90.909,352,32,0,1,352,1,352,0.0,638.0
XP_044196207.1,XP_040523482_opsin3_G_gallus,41.693,319,174,4,15,326,4,317,1.21e-81,253.0
XP_044190495.1,visual_opsin_Ischnura_asiatica_LWE1,38.75,320,182,4,3,315,10,322,2.4699999999999997e-74,231.0
XP_044190493.1,visual_opsin_Gryllus_bimaculatus_green1_ocellar,25.0,216,140,7,36,240,54,258,8.19e-10,55.5
XP_044185733.1,NP_001104634_opsin3_D_rerio,31.317,281,182,5,18,295,35,307,4.01e-39,139.0
XP_044233416.1,XP_040523482_opsin3_G_gallus,32.759,290,185,2,16,299,31,316,2.24e-44,153.0
XP_044233285.1,XP_040523482_opsin3_G_gallus,30.241,291,189,5,27,313,37,317,1.42e-36,134.0
XP_044224622.1,visual_opsin_Baetis_sp_AD2013_LW3,30.872,298,193,3,22,310,28,321,5.3299999999999996e-46,158.0
XP_044222093.1,XP_006638720_opsin_3_Lepisosteus_oculatus,39.394,297,171,3,21,310,5,299,1.41e-74,233.0
XP_044218717.1,XP_040523482_opsin3_G_gallus,34.243,403,222,9,35,405,3,394,2.2e-73,231.0
XP_046836017.1,visual_opsin_Polistes_dominula_LW1,87.307,323,21,1,27,349,1,303,0.0,578.0
XP_046827432.1,visual_opsin_Polistes_dominula_SW,89.474,323,34,0,33,355,1,323,0.0,627.0
XP_046837746.1,visual_opsin_S286,84.45,373,56,1,1,373,1,371,0.0,662.0
CAA30644.1,visual_opsin_Baetis_sp_AD2013_LW3,42.994,314,174,4,20,332,10,319,9.59e-90,272.0
BBA85529.1,visual_opsin_S214,76.577,333,77,1,2,333,3,335,0.0,536.0
BBA85528.1,visual_opsin_S79,81.948,349,59,3,1,345,1,349,0.0,593.0
BBA85527.1,visual_opsin_S77,82.235,349,58,2,1,345,1,349,0.0,597.0
BBA85526.1,visual_opsin_S79,79.943,349,66,3,1,345,1,349,0.0,578.0
BBA85525.1,visual_opsin_S82,83.2,375,45,1,1,375,1,357,0.0,660.0
BBA85524.1,visual_opsin_S70,88.92,352,38,1,1,351,1,352,0.0,644.0
BBA85523.1,visual_opsin_S79,81.662,349,60,3,1,345,1,349,0.0,590.0
BBA85521.1,visual_opsin_S79,79.656,349,67,3,1,345,1,349,0.0,577.0
BBA85441.1,visual_opsin_S82,87.395,357,45,0,1,357,1,357,0.0,671.0
ACC77715.1,visual_opsin_S145,89.844,384,39,0,1,384,23,406,0.0,704.0
ABY84502.1,visual_opsin_S181,97.105,380,11,0,1,380,1,380,0.0,774.0
ABY84496.1,visual_opsin_S270,81.481,378,68,2,5,380,4,381,0.0,645.0
NP_001298010.1,visual_opsin_S93,100.0,347,0,0,1,347,1,347,0.0,714.0
XP_033927774.1,visual_opsin_S124,78.83,359,68,3,4,356,9,365,0.0,583.0
XP_033927629.1,visual_opsin_S128,94.633,354,19,0,10,363,6,359,0.0,687.0
XP_012983668.1,visual_opsin_S115,98.291,351,6,0,1,351,1,351,0.0,717.0
XP_005145855.1,visual_opsin_S115,98.291,351,6,0,1,351,1,351,0.0,716.0
XP_005142888.1,visual_opsin_S171,97.183,355,10,0,1,355,1,355,0.0,726.0
BFM47289.1,visual_opsin_S50,92.373,354,27,0,1,354,1,354,0.0,666.0
P22269.1,visual_opsin_S166,87.328,363,46,0,9,371,11,373,0.0,671.0
XP_065361768.1,visual_opsin_S290,58.824,323,132,1,2,324,98,419,7.08e-142,410.0
XP_065358973.1,visual_opsin_S288,82.804,378,60,1,12,389,11,383,0.0,670.0
XP_065356544.1,visual_opsin_Lucilia_cuprina_SW_Rh5,91.975,324,26,0,38,361,1,324,0.0,636.0
XP_065355107.1,visual_opsin_S166,88.338,343,40,0,1,343,31,373,0.0,641.0
XP_065371719.1,visual_opsin_Lucilia_cuprina_Rh2,94.737,323,17,0,24,346,1,323,0.0,642.0
XP_065369707.1,visual_opsin_S323,86.721,369,49,0,1,369,1,369,0.0,684.0
CAI47590.1,visual_opsin_S323,86.179,369,51,0,1,369,1,369,0.0,677.0
CAI47589.1,visual_opsin_Lucilia_cuprina_SW_Rh5,91.667,324,27,0,38,361,1,324,0.0,633.0
CAI47588.1,visual_opsin_S288,82.54,378,61,1,12,389,11,383,0.0,667.0
ART29976.1,visual_opsin_S145,88.624,378,43,0,1,378,29,406,0.0,682.0
ART29975.1,visual_opsin_S182,85.263,380,55,1,1,380,1,379,0.0,697.0
ART29974.1,visual_opsin_Heliconius_numata_LW,100.0,323,0,0,34,356,1,323,0.0,667.0
CAD23114.1,visual_opsin_S83,92.023,351,28,0,1,351,1,351,0.0,630.0
AZT81967.1,visual_opsin_S259,93.132,364,25,0,1,364,1,364,0.0,696.0
AZT81921.1,visual_opsin_S357,97.126,348,10,0,1,348,1,348,0.0,707.0
UJY64326.1,visual_opsin_Diachasma_alloeum_UV,53.251,323,148,3,42,361,1,323,1.98e-130,374.0
QIW86051.1,visual_opsin_Laodelphax_striatellus_UV1,48.615,325,163,4,30,353,1,322,1.0800000000000002e-109,320.0
QIW86050.1,visual_opsin_S264,67.227,357,117,0,1,357,1,357,0.0,520.0
QIW86049.1,visual_opsin_S264,69.921,379,109,3,1,374,1,379,0.0,543.0
QIW86048.1,visual_opsin_S265,67.052,346,114,0,2,347,11,356,0.0,506.0
QIW86047.1,visual_opsin_S265,100.0,372,0,0,1,372,1,372,0.0,764.0
QIW86046.1,visual_opsin_S265,67.536,345,112,0,2,346,11,355,0.0,518.0
QIW86045.1,visual_opsin_S264,89.182,379,41,0,1,379,1,379,0.0,691.0
QIW86043.1,visual_opsin_S264,86.807,379,50,0,1,379,1,379,0.0,677.0
QIW86042.1,visual_opsin_S264,94.474,380,20,1,1,380,1,379,0.0,723.0
QIW86041.1,visual_opsin_S264,100.0,379,0,0,1,379,1,379,0.0,783.0
QIW86037.1,visual_opsin_S264,68.602,379,117,2,1,377,1,379,0.0,546.0
QIW86036.1,visual_opsin_S264,68.602,379,117,2,1,377,1,379,0.0,544.0
QIW86035.1,visual_opsin_S264,65.374,361,124,1,1,360,1,361,0.0,507.0
QIW86034.1,visual_opsin_Polypedilum_vanderplanki_LW4,46.541,318,168,2,41,358,5,320,1.04e-104,308.0
QIW86033.1,visual_opsin_Nephotettix_cincticeps_LW,46.729,321,169,2,32,352,2,320,3.04e-105,309.0
QIW86032.1,visual_opsin_S291,45.251,358,193,2,17,374,8,362,1.0300000000000001e-110,324.0
QIW86031.1,visual_opsin_Fopius_arisanus_LW1,49.538,325,161,3,34,358,2,323,3.86e-117,340.0
QIW86030.1,visual_opsin_S270,45.855,386,195,6,2,386,8,380,1.94e-121,353.0
QIW86029.1,visual_opsin_S264,73.351,379,99,2,1,377,1,379,0.0,585.0
QIW86028.1,visual_opsin_S291,42.045,352,202,2,21,371,12,362,1.96e-102,303.0
QIW86027.1,visual_opsin_S242,45.455,374,201,3,12,385,5,375,4.5099999999999996e-119,347.0
QIW86026.1,visual_opsin_S242,46.933,375,195,4,10,384,5,375,1.2800000000000001e-124,360.0
